      1.20137703      -0.09178397
      1.20000398      -0.09117874
      1.19855201      -0.09053071
      1.19701505      -0.08983507
      1.19539106      -0.08909123
      1.19367194      -0.08830370
      1.19185305      -0.08747030
      1.18993104      -0.08658816
      1.18790197      -0.08565497
      1.18576002      -0.08466966
      1.18350196      -0.08363183
      1.18111706      -0.08254789
      1.17859900      -0.08142694
      1.17594194      -0.08027066
      1.17314005      -0.07908155
      1.17018795      -0.07786278
      1.16708302      -0.07661457
      1.16382301      -0.07533410
      1.16040695      -0.07401712
      1.15683603      -0.07265645
      1.15310800      -0.07125507
      1.14921796      -0.06981971
      1.14516497      -0.06835636
      1.14094996      -0.06686828
      1.13657105      -0.06536018
      1.13203001      -0.06383890
      1.12732899      -0.06230703
      1.12247205      -0.06077106
      1.11746097      -0.05924013
      1.11230195      -0.05771893
      1.10700595      -0.05619784
      1.10158098      -0.05467939
      1.09603596      -0.05316920
      1.09037304      -0.05169536
      1.08460605      -0.05024989
      1.07875097      -0.04882486
      1.07281601      -0.04743118
      1.06681800      -0.04606898
      1.06076801      -0.04474134
      1.05467999      -0.04345485
      1.04856896      -0.04220913
      1.04245102      -0.04100152
      1.03633905      -0.03983420
      1.03024900      -0.03870621
      1.02419496      -0.03761829
      1.01818895      -0.03657631
      1.01224601      -0.03557757
      1.00637996      -0.03461283
      1.00060201      -0.03368477
      0.99492228      -0.03280386
      0.98935229      -0.03196025
      0.98390257      -0.03114620
      0.97858047      -0.03037114
      0.97339392      -0.02962813
      0.96835059      -0.02890935
      0.96345478      -0.02822309
      0.95870972      -0.02757521
      0.95412028      -0.02695382
      0.94968969      -0.02635494
      0.94541949      -0.02577947
      0.94131029      -0.02522877
      0.93736142      -0.02470580
      0.93357289      -0.02420634
      0.92994332      -0.02372847
      0.92647088      -0.02327147
      0.92315322      -0.02283386
      0.91998738      -0.02241497
      0.91697007      -0.02201357
      0.91409731      -0.02162952
      0.91136461      -0.02126865
      0.90876710      -0.02093437
      0.90630043      -0.02062532
      0.90396118      -0.02033328
      0.90174490      -0.02005547
      0.89964682      -0.01979184
      0.89766502      -0.01951915
      0.89579558      -0.01923250
      0.89406818      -0.01877748
      0.89252257      -0.01810326
      0.89128220      -0.01710705
      0.89060402      -0.01576905
      0.89028430      -0.01430326
      0.89035982      -0.01307467
      0.89061260      -0.01206421
      0.89097750      -0.01123617
      0.89136159      -0.01052986
      0.89177358      -0.00992848
      0.89218551      -0.00939618
      0.89259219      -0.00891235
      0.89300299      -0.00847104
      0.89342523      -0.00806773
      0.89385557      -0.00768853
      0.89429379      -0.00732107
      0.89474821      -0.00696348
      0.89522809      -0.00661526
      0.89574468      -0.00627698
      0.89630282      -0.00593810
      0.89691001      -0.00558680
      0.89758527      -0.00522251
      0.89835411      -0.00484754
      0.89924729      -0.00445865
      0.90017217      -0.00407812
      0.90116161      -0.00370106
      0.90222031      -0.00334114
      0.90334451      -0.00298867
      0.90453231      -0.00264008
      0.90578657      -0.00230973
      0.90710688      -0.00200318
      0.90848702      -0.00170493
      0.90992659      -0.00142614
      0.91142368      -0.00117678
      0.91297132      -0.00093795
      0.91456521      -0.00071281
      0.91620171      -0.00051042
      0.91787392      -0.00031951
      0.91957569      -0.00013826
      0.92130142       0.00002591
      0.92304462       0.00017367
      0.92479759       0.00031158
      0.92655373       0.00043717
      0.92830628       0.00054751
      0.93004841       0.00064157
      0.93177289       0.00072543
      0.93347323       0.00080619
      0.93514311       0.00088557
      0.93677801       0.00094248
      0.93837237       0.00097999
      0.93992168       0.00100462
      0.94142193       0.00102256
      0.94292200       0.00102575
      0.94449621       0.00101738
      0.94614643       0.00099921
      0.94787472       0.00097365
      0.94968241       0.00093860
      0.95157051       0.00087713
      0.95354038       0.00079749
      0.95559287       0.00069793
      0.95772809       0.00057660
      0.95994651       0.00043222
      0.96224773       0.00026242
      0.96463078       0.00006629
      0.96709532      -0.00015718
      0.96963900      -0.00040976
      0.97226042      -0.00069212
      0.97495723      -0.00100521
      0.97772622      -0.00134997
      0.98056388      -0.00172800
      0.98346639      -0.00214037
      0.98642921      -0.00258916
      0.98944741      -0.00307452
      0.99251539      -0.00359735
      0.99562752      -0.00415881
      0.99877763      -0.00475706
      1.00196004      -0.00539096
      1.00516701      -0.00605921
      1.00839305      -0.00676031
      1.01163101      -0.00749156
      1.01487398      -0.00825026
      1.01811504      -0.00903375
      1.02134597      -0.00983964
      1.02456295      -0.01066398
      1.02775705      -0.01150349
      1.03092206      -0.01235524
      1.03405201      -0.01321650
      1.03714204      -0.01408482
      1.04018295      -0.01495889
      1.04317296      -0.01583534
      1.04610395      -0.01671331
      1.04897404      -0.01758923
